RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479371631	 	3.11.3
USER	Pokemon API Test	END	1720479375480
USER	Pokemon API Test	START	1720479375482
USER	Pokemon API Test	END	1720479375484
REQUEST		Get Pikachu	1720479375452	1720479375484	OK	 
USER	Pokemon API Test	END	1720479375485
USER	Pokemon API Test	START	1720479375486
REQUEST		Get Pikachu	1720479375429	1720479375483	OK	 
USER	Pokemon API Test	END	1720479375487
USER	Pokemon API Test	START	1720479375488
USER	Pokemon API Test	START	1720479375488
REQUEST		Get Pikachu	1720479375429	1720479375495	OK	 
USER	Pokemon API Test	END	1720479375502
USER	Pokemon API Test	START	1720479375502
REQUEST		Get Pikachu	1720479375455	1720479375515	OK	 
USER	Pokemon API Test	END	1720479375520
USER	Pokemon API Test	START	1720479375520
REQUEST		Get Pikachu	1720479375483	1720479375525	OK	 
USER	Pokemon API Test	END	1720479375526
REQUEST		Get Pikachu	1720479375456	1720479375520	OK	 
USER	Pokemon API Test	END	1720479375528
USER	Pokemon API Test	START	1720479375528
USER	Pokemon API Test	START	1720479375528
REQUEST		Get Pikachu	1720479375452	1720479375530	OK	 
REQUEST		Get Pikachu	1720479375428	1720479375533	OK	 
USER	Pokemon API Test	END	1720479375537
USER	Pokemon API Test	END	1720479375539
USER	Pokemon API Test	START	1720479375539
USER	Pokemon API Test	START	1720479375539
REQUEST		Get Pikachu	1720479375489	1720479375550	OK	 
USER	Pokemon API Test	END	1720479375554
REQUEST		Get Pikachu	1720479375521	1720479375554	OK	 
REQUEST		Get Pikachu	1720479375471	1720479375545	OK	 
USER	Pokemon API Test	END	1720479375555
USER	Pokemon API Test	START	1720479375555
USER	Pokemon API Test	END	1720479375555
USER	Pokemon API Test	START	1720479375556
REQUEST		Get Pikachu	1720479375486	1720479375559	OK	 
USER	Pokemon API Test	END	1720479375563
USER	Pokemon API Test	START	1720479375563
REQUEST		Get Pikachu	1720479375488	1720479375550	OK	 
USER	Pokemon API Test	END	1720479375564
USER	Pokemon API Test	START	1720479375564
USER	Pokemon API Test	START	1720479375564
REQUEST		Get Pikachu	1720479375503	1720479375574	OK	 
USER	Pokemon API Test	END	1720479375578
USER	Pokemon API Test	START	1720479375579
REQUEST		Get Pikachu	1720479375528	1720479375583	OK	 
USER	Pokemon API Test	END	1720479375591
REQUEST		Get Pikachu	1720479375539	1720479375590	OK	 
USER	Pokemon API Test	END	1720479375594
USER	Pokemon API Test	START	1720479375594
REQUEST		Get Pikachu	1720479375556	1720479375596	OK	 
USER	Pokemon API Test	END	1720479375597
USER	Pokemon API Test	START	1720479375598
REQUEST		Get Pikachu	1720479375528	1720479375596	OK	 
USER	Pokemon API Test	END	1720479375600
USER	Pokemon API Test	START	1720479375600
REQUEST		Get Pikachu	1720479375539	1720479375601	OK	 
USER	Pokemon API Test	END	1720479375607
USER	Pokemon API Test	START	1720479375608
USER	Pokemon API Test	START	1720479375608
REQUEST		Get Pikachu	1720479375557	1720479375611	OK	 
REQUEST		Get Pikachu	1720479375564	1720479375612	OK	 
REQUEST		Get Pikachu	1720479375565	1720479375629	OK	 
REQUEST		Get Pikachu	1720479375579	1720479375638	OK	 
USER	Pokemon API Test	END	1720479375641
REQUEST		Get Pikachu	1720479375563	1720479375641	OK	 
USER	Pokemon API Test	START	1720479375645
USER	Pokemon API Test	END	1720479375649
USER	Pokemon API Test	END	1720479375649
USER	Pokemon API Test	END	1720479375649
USER	Pokemon API Test	END	1720479375649
USER	Pokemon API Test	START	1720479375650
USER	Pokemon API Test	START	1720479375650
USER	Pokemon API Test	START	1720479375651
USER	Pokemon API Test	START	1720479375652
REQUEST		Get Pikachu	1720479375595	1720479375661	OK	 
USER	Pokemon API Test	END	1720479375668
USER	Pokemon API Test	START	1720479375668
REQUEST		Get Pikachu	1720479375609	1720479375669	OK	 
USER	Pokemon API Test	END	1720479375670
USER	Pokemon API Test	START	1720479375670
REQUEST		Get Pikachu	1720479375599	1720479375676	OK	 
USER	Pokemon API Test	END	1720479375680
USER	Pokemon API Test	START	1720479375680
REQUEST		Get Pikachu	1720479375600	1720479375680	OK	 
USER	Pokemon API Test	END	1720479375685
USER	Pokemon API Test	START	1720479375685
REQUEST		Get Pikachu	1720479375608	1720479375683	OK	 
USER	Pokemon API Test	END	1720479375688
USER	Pokemon API Test	START	1720479375688
REQUEST		Get Pikachu	1720479375652	1720479375705	OK	 
USER	Pokemon API Test	END	1720479375706
USER	Pokemon API Test	START	1720479375706
REQUEST		Get Pikachu	1720479375652	1720479375707	OK	 
USER	Pokemon API Test	END	1720479375711
USER	Pokemon API Test	START	1720479375711
REQUEST		Get Pikachu	1720479375651	1720479375712	OK	 
REQUEST		Get Pikachu	1720479375653	1720479375715	OK	 
USER	Pokemon API Test	END	1720479375719
USER	Pokemon API Test	START	1720479375719
USER	Pokemon API Test	END	1720479375720
USER	Pokemon API Test	START	1720479375720
REQUEST		Get Pikachu	1720479375668	1720479375722	OK	 
USER	Pokemon API Test	END	1720479375726
USER	Pokemon API Test	START	1720479375726
REQUEST		Get Pikachu	1720479375650	1720479375729	OK	 
USER	Pokemon API Test	END	1720479375734
USER	Pokemon API Test	START	1720479375734
REQUEST		Get Pikachu	1720479375680	1720479375737	OK	 
USER	Pokemon API Test	END	1720479375741
USER	Pokemon API Test	START	1720479375741
REQUEST		Get Pikachu	1720479375711	1720479375745	OK	 
USER	Pokemon API Test	END	1720479375746
USER	Pokemon API Test	START	1720479375746
REQUEST		Get Pikachu	1720479375686	1720479375745	OK	 
REQUEST		Get Pikachu	1720479375714	1720479375755	OK	 
USER	Pokemon API Test	END	1720479375759
USER	Pokemon API Test	START	1720479375760
USER	Pokemon API Test	END	1720479375769
USER	Pokemon API Test	START	1720479375769
REQUEST		Get Pikachu	1720479375706	1720479375765	OK	 
REQUEST		Get Pikachu	1720479375672	1720479375761	OK	 
USER	Pokemon API Test	END	1720479375769
USER	Pokemon API Test	END	1720479375770
USER	Pokemon API Test	START	1720479375770
USER	Pokemon API Test	START	1720479375770
REQUEST		Get Pikachu	1720479375726	1720479375771	OK	 
USER	Pokemon API Test	END	1720479375772
USER	Pokemon API Test	START	1720479375772
REQUEST		Get Pikachu	1720479375719	1720479375775	OK	 
USER	Pokemon API Test	END	1720479375779
USER	Pokemon API Test	START	1720479375779
REQUEST		Get Pikachu	1720479375720	1720479375779	OK	 
USER	Pokemon API Test	END	1720479375783
USER	Pokemon API Test	START	1720479375783
REQUEST		Get Pikachu	1720479375769	1720479375797	OK	 
USER	Pokemon API Test	END	1720479375798
USER	Pokemon API Test	START	1720479375798
REQUEST		Get Pikachu	1720479375770	1720479375822	OK	 
REQUEST		Get Pikachu	1720479375770	1720479375822	OK	 
USER	Pokemon API Test	END	1720479375827
REQUEST		Get Pikachu	1720479375770	1720479375826	OK	 
USER	Pokemon API Test	END	1720479375829
REQUEST		Get Pikachu	1720479375747	1720479375825	OK	 
USER	Pokemon API Test	START	1720479375829
REQUEST		Get Pikachu	1720479375734	1720479375818	OK	 
USER	Pokemon API Test	END	1720479375831
USER	Pokemon API Test	START	1720479375831
REQUEST		Get Pikachu	1720479375742	1720479375832	OK	 
USER	Pokemon API Test	END	1720479375836
USER	Pokemon API Test	START	1720479375836
USER	Pokemon API Test	END	1720479375836
USER	Pokemon API Test	START	1720479375836
USER	Pokemon API Test	START	1720479375836
USER	Pokemon API Test	END	1720479375837
REQUEST		Get Pikachu	1720479375780	1720479375831	OK	 
USER	Pokemon API Test	END	1720479375841
USER	Pokemon API Test	START	1720479375841
USER	Pokemon API Test	START	1720479375841
REQUEST		Get Pikachu	1720479375773	1720479375840	OK	 
USER	Pokemon API Test	END	1720479375844
USER	Pokemon API Test	START	1720479375845
REQUEST		Get Pikachu	1720479375799	1720479375848	OK	 
USER	Pokemon API Test	END	1720479375853
USER	Pokemon API Test	START	1720479375853
REQUEST		Get Pikachu	1720479375836	1720479375869	OK	 
USER	Pokemon API Test	END	1720479375873
USER	Pokemon API Test	START	1720479375873
REQUEST		Get Pikachu	1720479375830	1720479375877	OK	 
USER	Pokemon API Test	END	1720479375881
REQUEST		Get Pikachu	1720479375831	1720479375881	OK	 
REQUEST		Get Pikachu	1720479375783	1720479375884	OK	 
USER	Pokemon API Test	END	1720479375886
USER	Pokemon API Test	END	1720479375886
USER	Pokemon API Test	START	1720479375886
USER	Pokemon API Test	START	1720479375886
USER	Pokemon API Test	START	1720479375886
REQUEST		Get Pikachu	1720479375836	1720479375888	OK	 
USER	Pokemon API Test	END	1720479375891
USER	Pokemon API Test	START	1720479375892
REQUEST		Get Pikachu	1720479375853	1720479375893	OK	 
USER	Pokemon API Test	END	1720479375894
USER	Pokemon API Test	START	1720479375894
REQUEST		Get Pikachu	1720479375836	1720479375896	OK	 
USER	Pokemon API Test	END	1720479375903
REQUEST		Get Pikachu	1720479375842	1720479375903	OK	 
USER	Pokemon API Test	END	1720479375914
USER	Pokemon API Test	START	1720479375914
REQUEST		Get Pikachu	1720479375841	1720479375899	OK	 
USER	Pokemon API Test	END	1720479375928
REQUEST		Get Pikachu	1720479375845	1720479375901	OK	 
USER	Pokemon API Test	END	1720479375929
USER	Pokemon API Test	START	1720479375929
USER	Pokemon API Test	START	1720479375929
USER	Pokemon API Test	START	1720479375930
REQUEST		Get Pikachu	1720479375887	1720479375927	OK	 
USER	Pokemon API Test	END	1720479375932
USER	Pokemon API Test	START	1720479375932
REQUEST		Get Pikachu	1720479375892	1720479375940	OK	 
USER	Pokemon API Test	END	1720479375941
REQUEST		Get Pikachu	1720479375873	1720479375939	OK	 
USER	Pokemon API Test	END	1720479375943
USER	Pokemon API Test	START	1720479375943
USER	Pokemon API Test	START	1720479375947
REQUEST		Get Pikachu	1720479375886	1720479375955	OK	 
USER	Pokemon API Test	END	1720479375962
USER	Pokemon API Test	START	1720479375962
REQUEST		Get Pikachu	1720479375886	1720479375961	OK	 
USER	Pokemon API Test	END	1720479375965
USER	Pokemon API Test	START	1720479375965
REQUEST		Get Pikachu	1720479375915	1720479375964	OK	 
REQUEST		Get Pikachu	1720479375894	1720479375965	OK	 
USER	Pokemon API Test	END	1720479375969
USER	Pokemon API Test	END	1720479375971
USER	Pokemon API Test	START	1720479375971
USER	Pokemon API Test	START	1720479375972
REQUEST		Get Pikachu	1720479375930	1720479375963	OK	 
USER	Pokemon API Test	END	1720479375973
USER	Pokemon API Test	START	1720479375973
REQUEST		Get Pikachu	1720479375930	1720479375982	OK	 
REQUEST		Get Pikachu	1720479375930	1720479375981	OK	 
USER	Pokemon API Test	END	1720479375987
USER	Pokemon API Test	END	1720479375987
REQUEST		Get Pikachu	1720479375932	1720479375984	OK	 
USER	Pokemon API Test	END	1720479375988
USER	Pokemon API Test	START	1720479375988
USER	Pokemon API Test	START	1720479375988
USER	Pokemon API Test	START	1720479375988
REQUEST		Get Pikachu	1720479375943	1720479375994	OK	 
USER	Pokemon API Test	END	1720479376005
USER	Pokemon API Test	START	1720479376005
REQUEST		Get Pikachu	1720479375947	1720479376000	OK	 
USER	Pokemon API Test	END	1720479376006
USER	Pokemon API Test	START	1720479376006
REQUEST		Get Pikachu	1720479375966	1720479376015	OK	 
USER	Pokemon API Test	END	1720479376016
REQUEST		Get Pikachu	1720479375972	1720479376016	OK	 
USER	Pokemon API Test	START	1720479376020
USER	Pokemon API Test	END	1720479376022
USER	Pokemon API Test	START	1720479376022
REQUEST		Get Pikachu	1720479375974	1720479376020	OK	 
USER	Pokemon API Test	END	1720479376025
USER	Pokemon API Test	START	1720479376025
REQUEST		Get Pikachu	1720479375962	1720479376016	OK	 
USER	Pokemon API Test	END	1720479376027
USER	Pokemon API Test	START	1720479376027
REQUEST		Get Pikachu	1720479375972	1720479376031	OK	 
USER	Pokemon API Test	END	1720479376036
REQUEST		Get Pikachu	1720479375989	1720479376039	OK	 
USER	Pokemon API Test	END	1720479376040
USER	Pokemon API Test	START	1720479376040
USER	Pokemon API Test	START	1720479376040
REQUEST		Get Pikachu	1720479375988	1720479376046	OK	 
USER	Pokemon API Test	END	1720479376050
USER	Pokemon API Test	START	1720479376050
REQUEST		Get Pikachu	1720479376023	1720479376052	OK	 
USER	Pokemon API Test	END	1720479376053
USER	Pokemon API Test	START	1720479376053
REQUEST		Get Pikachu	1720479375993	1720479376042	OK	 
USER	Pokemon API Test	END	1720479376053
USER	Pokemon API Test	START	1720479376053
REQUEST		Get Pikachu	1720479376005	1720479376061	OK	 
USER	Pokemon API Test	END	1720479376065
USER	Pokemon API Test	START	1720479376065
REQUEST		Get Pikachu	1720479376006	1720479376068	OK	 
USER	Pokemon API Test	END	1720479376072
USER	Pokemon API Test	START	1720479376073
REQUEST		Get Pikachu	1720479376053	1720479376084	OK	 
USER	Pokemon API Test	END	1720479376085
USER	Pokemon API Test	START	1720479376085
REQUEST		Get Pikachu	1720479376040	1720479376092	OK	 
USER	Pokemon API Test	END	1720479376097
REQUEST		Get Pikachu	1720479376027	1720479376087	OK	 
USER	Pokemon API Test	END	1720479376098
USER	Pokemon API Test	START	1720479376099
REQUEST		Get Pikachu	1720479376053	1720479376096	OK	 
USER	Pokemon API Test	END	1720479376100
REQUEST		Get Pikachu	1720479376040	1720479376097	OK	 
USER	Pokemon API Test	START	1720479376100
USER	Pokemon API Test	END	1720479376101
USER	Pokemon API Test	START	1720479376101
REQUEST		Get Pikachu	1720479376053	1720479376101	OK	 
USER	Pokemon API Test	START	1720479376105
USER	Pokemon API Test	END	1720479376105
REQUEST		Get Pikachu	1720479376022	1720479376105	OK	 
USER	Pokemon API Test	END	1720479376109
USER	Pokemon API Test	START	1720479376109
USER	Pokemon API Test	START	1720479376109
REQUEST		Get Pikachu	1720479376025	1720479376117	OK	 
USER	Pokemon API Test	END	1720479376120
USER	Pokemon API Test	START	1720479376121
REQUEST		Get Pikachu	1720479376065	1720479376120	OK	 
USER	Pokemon API Test	END	1720479376125
USER	Pokemon API Test	START	1720479376125
REQUEST		Get Pikachu	1720479376085	1720479376125	OK	 
USER	Pokemon API Test	END	1720479376126
USER	Pokemon API Test	START	1720479376126
REQUEST		Get Pikachu	1720479376073	1720479376127	OK	 
USER	Pokemon API Test	END	1720479376131
USER	Pokemon API Test	START	1720479376131
REQUEST		Get Pikachu	1720479376099	1720479376149	OK	 
USER	Pokemon API Test	END	1720479376153
REQUEST		Get Pikachu	1720479376105	1720479376151	OK	 
REQUEST		Get Pikachu	1720479376100	1720479376147	OK	 
USER	Pokemon API Test	END	1720479376156
USER	Pokemon API Test	START	1720479376156
USER	Pokemon API Test	END	1720479376156
USER	Pokemon API Test	START	1720479376156
USER	Pokemon API Test	START	1720479376156
REQUEST		Get Pikachu	1720479376131	1720479376159	OK	 
USER	Pokemon API Test	END	1720479376160
USER	Pokemon API Test	START	1720479376161
REQUEST		Get Pikachu	1720479376110	1720479376163	OK	 
USER	Pokemon API Test	END	1720479376164
USER	Pokemon API Test	START	1720479376164
REQUEST		Get Pikachu	1720479376109	1720479376165	OK	 
REQUEST		Get Pikachu	1720479376102	1720479376167	OK	 
USER	Pokemon API Test	END	1720479376174
USER	Pokemon API Test	END	1720479376174
USER	Pokemon API Test	START	1720479376174
REQUEST		Get Pikachu	1720479376121	1720479376175	OK	 
REQUEST		Get Pikachu	1720479376127	1720479376170	OK	 
USER	Pokemon API Test	END	1720479376195
USER	Pokemon API Test	START	1720479376195
USER	Pokemon API Test	START	1720479376198
REQUEST		Get Pikachu	1720479376126	1720479376196	OK	 
USER	Pokemon API Test	END	1720479376200
USER	Pokemon API Test	END	1720479376200
USER	Pokemon API Test	START	1720479376200
USER	Pokemon API Test	START	1720479376200
REQUEST		Get Pikachu	1720479376156	1720479376204	OK	 
USER	Pokemon API Test	END	1720479376209
USER	Pokemon API Test	START	1720479376209
REQUEST		Get Pikachu	1720479376156	1720479376213	OK	 
USER	Pokemon API Test	END	1720479376216
USER	Pokemon API Test	START	1720479376216
REQUEST		Get Pikachu	1720479376164	1720479376218	OK	 
USER	Pokemon API Test	END	1720479376219
USER	Pokemon API Test	START	1720479376220
REQUEST		Get Pikachu	1720479376157	1720479376226	OK	 
USER	Pokemon API Test	END	1720479376230
USER	Pokemon API Test	START	1720479376230
REQUEST		Get Pikachu	1720479376201	1720479376234	OK	 
USER	Pokemon API Test	END	1720479376236
USER	Pokemon API Test	START	1720479376236
REQUEST		Get Pikachu	1720479376161	1720479376236	OK	 
USER	Pokemon API Test	END	1720479376241
USER	Pokemon API Test	START	1720479376241
REQUEST		Get Pikachu	1720479376174	1720479376247	OK	 
USER	Pokemon API Test	END	1720479376254
REQUEST		Get Pikachu	1720479376201	1720479376242	OK	 
REQUEST		Get Pikachu	1720479376201	1720479376251	OK	 
USER	Pokemon API Test	END	1720479376256
USER	Pokemon API Test	START	1720479376256
USER	Pokemon API Test	START	1720479376256
USER	Pokemon API Test	END	1720479376258
USER	Pokemon API Test	START	1720479376258
REQUEST		Get Pikachu	1720479376213	1720479376261	OK	 
USER	Pokemon API Test	END	1720479376266
USER	Pokemon API Test	START	1720479376266
REQUEST		Get Pikachu	1720479376220	1720479376266	OK	 
USER	Pokemon API Test	END	1720479376270
USER	Pokemon API Test	START	1720479376271
REQUEST		Get Pikachu	1720479376201	1720479376268	OK	 
USER	Pokemon API Test	END	1720479376272
USER	Pokemon API Test	START	1720479376272
REQUEST		Get Pikachu	1720479376217	1720479376271	OK	 
USER	Pokemon API Test	END	1720479376275
USER	Pokemon API Test	START	1720479376275
REQUEST		Get Pikachu	1720479376236	1720479376276	OK	 
USER	Pokemon API Test	END	1720479376277
REQUEST		Get Pikachu	1720479376231	1720479376280	OK	 
USER	Pokemon API Test	END	1720479376283
USER	Pokemon API Test	START	1720479376284
USER	Pokemon API Test	START	1720479376284
REQUEST		Get Pikachu	1720479376242	1720479376294	OK	 
USER	Pokemon API Test	END	1720479376298
USER	Pokemon API Test	START	1720479376298
REQUEST		Get Pikachu	1720479376266	1720479376302	OK	 
USER	Pokemon API Test	END	1720479376303
USER	Pokemon API Test	START	1720479376303
REQUEST		Get Pikachu	1720479376256	1720479376303	OK	 
USER	Pokemon API Test	END	1720479376313
USER	Pokemon API Test	START	1720479376314
REQUEST		Get Pikachu	1720479376256	1720479376306	OK	 
USER	Pokemon API Test	END	1720479376315
USER	Pokemon API Test	START	1720479376315
REQUEST		Get Pikachu	1720479376271	1720479376318	OK	 
USER	Pokemon API Test	END	1720479376324
USER	Pokemon API Test	START	1720479376324
REQUEST		Get Pikachu	1720479376284	1720479376326	OK	 
USER	Pokemon API Test	END	1720479376327
REQUEST		Get Pikachu	1720479376276	1720479376321	OK	 
USER	Pokemon API Test	END	1720479376330
USER	Pokemon API Test	START	1720479376330
REQUEST		Get Pikachu	1720479376284	1720479376327	OK	 
USER	Pokemon API Test	END	1720479376332
USER	Pokemon API Test	START	1720479376332
USER	Pokemon API Test	START	1720479376332
REQUEST		Get Pikachu	1720479376258	1720479376336	OK	 
REQUEST		Get Pikachu	1720479376272	1720479376337	OK	 
USER	Pokemon API Test	END	1720479376341
USER	Pokemon API Test	END	1720479376341
USER	Pokemon API Test	START	1720479376341
USER	Pokemon API Test	START	1720479376342
REQUEST		Get Pikachu	1720479376299	1720479376351	OK	 
USER	Pokemon API Test	END	1720479376356
USER	Pokemon API Test	START	1720479376356
REQUEST		Get Pikachu	1720479376314	1720479376358	OK	 
REQUEST		Get Pikachu	1720479376324	1720479376366	OK	 
USER	Pokemon API Test	END	1720479376367
USER	Pokemon API Test	END	1720479376371
USER	Pokemon API Test	START	1720479376371
USER	Pokemon API Test	START	1720479376372
REQUEST		Get Pikachu	1720479376310	1720479376367	OK	 
REQUEST		Get Pikachu	1720479376315	1720479376373	OK	 
USER	Pokemon API Test	END	1720479376389
USER	Pokemon API Test	END	1720479376389
USER	Pokemon API Test	START	1720479376389
USER	Pokemon API Test	START	1720479376390
REQUEST		Get Pikachu	1720479376342	1720479376390	OK	 
USER	Pokemon API Test	END	1720479376391
REQUEST		Get Pikachu	1720479376332	1720479376391	OK	 
USER	Pokemon API Test	END	1720479376397
USER	Pokemon API Test	START	1720479376398
USER	Pokemon API Test	START	1720479376398
REQUEST		Get Pikachu	1720479376356	1720479376403	OK	 
USER	Pokemon API Test	END	1720479376407
USER	Pokemon API Test	START	1720479376407
REQUEST		Get Pikachu	1720479376332	1720479376404	OK	 
USER	Pokemon API Test	END	1720479376412
USER	Pokemon API Test	START	1720479376412
REQUEST		Get Pikachu	1720479376330	1720479376408	OK	 
USER	Pokemon API Test	END	1720479376413
USER	Pokemon API Test	START	1720479376413
REQUEST		Get Pikachu	1720479376341	1720479376400	OK	 
USER	Pokemon API Test	END	1720479376414
USER	Pokemon API Test	START	1720479376415
REQUEST		Get Pikachu	1720479376372	1720479376422	OK	 
USER	Pokemon API Test	END	1720479376427
USER	Pokemon API Test	START	1720479376427
REQUEST		Get Pikachu	1720479376390	1720479376433	OK	 
USER	Pokemon API Test	END	1720479376434
USER	Pokemon API Test	START	1720479376434
REQUEST		Get Pikachu	1720479376372	1720479376439	OK	 
USER	Pokemon API Test	END	1720479376444
USER	Pokemon API Test	START	1720479376444
REQUEST		Get Pikachu	1720479376390	1720479376447	OK	 
USER	Pokemon API Test	END	1720479376451
USER	Pokemon API Test	START	1720479376451
REQUEST		Get Pikachu	1720479376413	1720479376461	OK	 
USER	Pokemon API Test	END	1720479376462
USER	Pokemon API Test	START	1720479376462
REQUEST		Get Pikachu	1720479376400	1720479376463	OK	 
REQUEST		Get Pikachu	1720479376412	1720479376463	OK	 
USER	Pokemon API Test	END	1720479376467
REQUEST		Get Pikachu	1720479376401	1720479376457	OK	 
REQUEST		Get Pikachu	1720479376415	1720479376459	OK	 
USER	Pokemon API Test	END	1720479376473
USER	Pokemon API Test	END	1720479376473
USER	Pokemon API Test	END	1720479376474
USER	Pokemon API Test	START	1720479376474
USER	Pokemon API Test	START	1720479376474
USER	Pokemon API Test	START	1720479376477
REQUEST		Get Pikachu	1720479376427	1720479376474	OK	 
USER	Pokemon API Test	END	1720479376479
USER	Pokemon API Test	START	1720479376479
USER	Pokemon API Test	START	1720479376480
REQUEST		Get Pikachu	1720479376408	1720479376467	OK	 
USER	Pokemon API Test	END	1720479376481
USER	Pokemon API Test	START	1720479376481
REQUEST		Get Pikachu	1720479376434	1720479376486	OK	 
USER	Pokemon API Test	END	1720479376491
USER	Pokemon API Test	START	1720479376491
REQUEST		Get Pikachu	1720479376451	1720479376495	OK	 
USER	Pokemon API Test	END	1720479376495
USER	Pokemon API Test	START	1720479376496
REQUEST		Get Pikachu	1720479376479	1720479376522	OK	 
USER	Pokemon API Test	END	1720479376523
REQUEST		Get Pikachu	1720479376478	1720479376520	OK	 
USER	Pokemon API Test	END	1720479376524
USER	Pokemon API Test	START	1720479376525
REQUEST		Get Pikachu	1720479376474	1720479376522	OK	 
USER	Pokemon API Test	END	1720479376526
USER	Pokemon API Test	START	1720479376527
USER	Pokemon API Test	START	1720479376527
REQUEST		Get Pikachu	1720479376475	1720479376529	OK	 
USER	Pokemon API Test	END	1720479376535
USER	Pokemon API Test	START	1720479376535
REQUEST		Get Pikachu	1720479376481	1720479376532	OK	 
REQUEST		Get Pikachu	1720479376463	1720479376533	OK	 
USER	Pokemon API Test	END	1720479376536
USER	Pokemon API Test	END	1720479376536
USER	Pokemon API Test	START	1720479376536
REQUEST		Get Pikachu	1720479376481	1720479376536	OK	 
USER	Pokemon API Test	END	1720479376540
USER	Pokemon API Test	START	1720479376540
USER	Pokemon API Test	START	1720479376542
REQUEST		Get Pikachu	1720479376492	1720479376543	OK	 
REQUEST		Get Pikachu	1720479376444	1720479376544	OK	 
REQUEST		Get Pikachu	1720479376496	1720479376548	OK	 
USER	Pokemon API Test	END	1720479376552
USER	Pokemon API Test	END	1720479376552
USER	Pokemon API Test	START	1720479376552
USER	Pokemon API Test	START	1720479376552
USER	Pokemon API Test	END	1720479376556
USER	Pokemon API Test	START	1720479376556
REQUEST		Get Pikachu	1720479376525	1720479376558	OK	 
USER	Pokemon API Test	END	1720479376560
USER	Pokemon API Test	START	1720479376560
REQUEST		Get Pikachu	1720479376527	1720479376579	OK	 
USER	Pokemon API Test	END	1720479376585
USER	Pokemon API Test	START	1720479376585
REQUEST		Get Pikachu	1720479376538	1720479376589	OK	 
USER	Pokemon API Test	END	1720479376592
REQUEST		Get Pikachu	1720479376560	1720479376592	OK	 
USER	Pokemon API Test	END	1720479376593
USER	Pokemon API Test	START	1720479376593
USER	Pokemon API Test	START	1720479376594
REQUEST		Get Pikachu	1720479376540	1720479376596	OK	 
USER	Pokemon API Test	END	1720479376596
USER	Pokemon API Test	START	1720479376597
REQUEST		Get Pikachu	1720479376536	1720479376590	OK	 
USER	Pokemon API Test	END	1720479376603
REQUEST		Get Pikachu	1720479376542	1720479376600	OK	 
REQUEST		Get Pikachu	1720479376553	1720479376600	OK	 
USER	Pokemon API Test	END	1720479376604
USER	Pokemon API Test	START	1720479376604
USER	Pokemon API Test	END	1720479376604
USER	Pokemon API Test	START	1720479376604
REQUEST		Get Pikachu	1720479376527	1720479376595	OK	 
USER	Pokemon API Test	END	1720479376607
USER	Pokemon API Test	START	1720479376607
REQUEST		Get Pikachu	1720479376552	1720479376604	OK	 
USER	Pokemon API Test	END	1720479376608
USER	Pokemon API Test	START	1720479376609
USER	Pokemon API Test	START	1720479376609
REQUEST		Get Pikachu	1720479376556	1720479376610	OK	 
USER	Pokemon API Test	END	1720479376614
USER	Pokemon API Test	START	1720479376614
REQUEST		Get Pikachu	1720479376604	1720479376641	OK	 
USER	Pokemon API Test	END	1720479376642
USER	Pokemon API Test	START	1720479376642
REQUEST		Get Pikachu	1720479376614	1720479376650	OK	 
USER	Pokemon API Test	END	1720479376651
REQUEST		Get Pikachu	1720479376585	1720479376653	OK	 
USER	Pokemon API Test	START	1720479376660
REQUEST		Get Pikachu	1720479376597	1720479376661	OK	 
REQUEST		Get Pikachu	1720479376595	1720479376646	OK	 
REQUEST		Get Pikachu	1720479376593	1720479376665	OK	 
USER	Pokemon API Test	END	1720479376670
USER	Pokemon API Test	START	1720479376670
REQUEST		Get Pikachu	1720479376604	1720479376670	OK	 
REQUEST		Get Pikachu	1720479376607	1720479376670	OK	 
USER	Pokemon API Test	END	1720479376674
USER	Pokemon API Test	END	1720479376675
USER	Pokemon API Test	END	1720479376675
USER	Pokemon API Test	START	1720479376675
USER	Pokemon API Test	END	1720479376675
USER	Pokemon API Test	START	1720479376675
USER	Pokemon API Test	END	1720479376675
USER	Pokemon API Test	START	1720479376681
REQUEST		Get Pikachu	1720479376609	1720479376681	OK	 
USER	Pokemon API Test	END	1720479376687
USER	Pokemon API Test	START	1720479376687
USER	Pokemon API Test	START	1720479376687
REQUEST		Get Pikachu	1720479376609	1720479376678	OK	 
USER	Pokemon API Test	END	1720479376688
USER	Pokemon API Test	START	1720479376688
USER	Pokemon API Test	START	1720479376688
REQUEST		Get Pikachu	1720479376681	1720479376713	OK	 
USER	Pokemon API Test	END	1720479376715
USER	Pokemon API Test	START	1720479376715
REQUEST		Get Pikachu	1720479376683	1720479376723	OK	 
REQUEST		Get Pikachu	1720479376682	1720479376726	OK	 
USER	Pokemon API Test	END	1720479376734
USER	Pokemon API Test	END	1720479376734
USER	Pokemon API Test	START	1720479376735
USER	Pokemon API Test	START	1720479376735
REQUEST		Get Pikachu	1720479376643	1720479376730	OK	 
REQUEST		Get Pikachu	1720479376688	1720479376740	OK	 
REQUEST		Get Pikachu	1720479376682	1720479376747	OK	 
USER	Pokemon API Test	END	1720479376753
USER	Pokemon API Test	END	1720479376753
USER	Pokemon API Test	START	1720479376753
USER	Pokemon API Test	START	1720479376754
REQUEST		Get Pikachu	1720479376688	1720479376754	OK	 
USER	Pokemon API Test	END	1720479376755
USER	Pokemon API Test	START	1720479376755
